title,publication_date,author,genre,average_rating,num_of_ratings,num_of_pages,rank,language,current_readers,already_read,year
The Sandman #32: Slaughter on Fifth Avenue,"Published January 31, 1992",Neil Gaiman,Comics,4.17,291,27.0,217,English,4,143,1992
The Sandman #34: Bad Moon Rising,"First published April 15, 2002",Neil Gaiman,Comics,4.3,281,26.0,218,English,1,135,2002
A Walking Tour of the Shambles,"First published December 1, 1991",Neil Gaiman,Fantasy,3.73,323,57.0,219,English,765,,1991
The Sandman #33: Lullabies of Broadway,"Published July 31, 1992",Neil Gaiman,Comics,4.24,284,26.0,220,English,2,145,1992
The Sandman #40: The Parliament of Rooks,"First published February 1, 2022",Neil Gaiman,Comics,4.36,274,25.0,221,English,4,144,2022
"The Sandman: The Deluxe Edition, Book Five","Published April 30, 1992",Neil Gaiman,Comics,4.36,269,632.0,222,English,29,438,1992
The Sandman #37: I Woke Up and One Of Us Was Crying,"First published January 1, 1998",Neil Gaiman,Comics,4.27,273,26.0,223,English,1,136,1998
Vertigo: Winter's Edge,"First published April 1, 1992",Neil Gaiman,Comics,3.63,319,96.0,224,English,3,381,1992
The Sandman #36: Over the Sea to Sky,"Published January 31, 1992",Neil Gaiman,Comics,4.21,270,40.0,225,English,2,138,1992
The Sandman #35: Beginning to See the light,"First published October 28, 2014",Neil Gaiman,Comics,4.1,271,26.0,226,Portuguese,3,137,2014
"The Annotated Sandman, Vol. 3","Published May 17, 2017",Neil Gaiman,Graphic Novels,4.44,246,520.0,227,English,9,673,2017
American Gods: Shadows #3,"First published January 1, 2000",Neil Gaiman,Fantasy,4.1,266,27.0,228,Spanish; Castilian,36,355,2000
Green Lantern/Superman: Legend of the Green Flame,"First published January 1, 1992",Neil Gaiman,,3.59,302,38.0,229,English,1,291,1992
The Sandman #39: Soft Places,"First published January 1, 1990",Neil Gaiman,Comics,3.81,283,25.0,230,English,3,143,1990
Babycakes,"Published May 26, 2016",Neil Gaiman,Short Stories,3.81,274,6.0,231,English,1,250,2016
Neil Gaiman's Likely Stories,"First published January 1, 2002",Neil Gaiman,Horror,3.69,278,47.0,232,English,9,592,2002
"9-11: September 11th 2001, Volume 2","First published November 24, 2020",Neil Gaiman,Comics,3.75,271,224.0,233,English,4,293,2020
The Neil Gaiman Library Volume 2,"Published August 31, 1992",Neil Gaiman,Fantasy,3.98,252,240.0,234,English,12,289,1992
The Sandman #41: Brief Lives Part 1,"First published January 1, 2009",Neil Gaiman,Comics,4.25,235,26.0,235,English,1,135,2009
Absolute Sandman Overture,"First published June 21, 2006",Neil Gaiman,Comics,4.56,219,416.0,236,English,6,366,2006
Eternals (2006-2007) #1,"Published September 30, 1992",Neil Gaiman,,3.72,267,38.0,237,English,15,244,1992
The Sandman #42: Brief Lives Part 2,"First published March 1, 1993",Neil Gaiman,,4.31,230,26.0,238,Portuguese,1,135,1993
The Sandman #47: Brief Lives Part 7,"First published January 1, 2011",Neil Gaiman,Comics,4.41,224,26.0,239,English,3,137,2011
The Sandman #43: Brief Lives Part 3,"Published October 31, 1992",Neil Gaiman,Comics,4.31,227,26.0,240,Portuguese,2,132,1992
The Case of Death and Honey,"First published December 1, 1992",Neil Gaiman,Short Stories,3.85,253,16.0,241,English,3,419,1992
The Sandman #44: Brief Lives Part 4,"Published March 31, 1993",Neil Gaiman,Comics,4.31,225,26.0,242,,1,136,1993
Death: The High Cost of Living #2,"First published April 1, 1993",Neil Gaiman,Comics,4.41,219,30.0,243,English,7,142,1993
The Sandman #48: Brief Lives Part 8,"Published January 31, 1993",Neil Gaiman,Comics,4.48,215,26.0,244,English,2,131,1993
The Sandman #46: Brief Lives Part 6,"Published February 14, 2023",Neil Gaiman,Comics,4.34,222,26.0,245,English,131,,2023
The Sandman: Book Five,"Published April 30, 1993",Neil Gaiman,Fantasy,4.33,218,500.0,246,,12,465,1993
The Sandman #49: Brief Lives Part 9,"First published July 16, 2021",Neil Gaiman,Comics,4.49,210,26.0,247,English,3,128,2021
Biblioteca Gaiman - Volume 1,"Published December 31, 1992",Neil Gaiman,Comics,4.02,233,288.0,248,Portuguese,13,103,1992
The Sandman #45: Brief Lives Part 5,"Published May 5, 1993",Neil Gaiman,Comics,4.35,214,26.0,249,English,1,132,1993
Death: The High Cost of Living #3,"Published January 2, 2020",Neil Gaiman,Comics,4.43,208,28.0,250,B0028QX7T0,4,126,2020
Chivalry: A BBC Radio Full-Cast Reading,"First published January 23, 2009",Neil Gaiman,Audiobook,4.13,223,1.0,251,English,1,67,2009
"Selections from Fragile Things, Volume One: 4 Short Fictions and Wonders","First published January 1, 2003",Neil Gaiman,Fantasy,4.04,225,67.0,252,English,76,308,2003
1602 Libro Uno,"First published January 1, 2000",Neil Gaiman,,4.3,210,72.0,253,Spanish; Castilian,117,,2000
A Fall of Stardust,"Published June 14, 2017",Neil Gaiman,Fantasy,3.44,262,14.0,254,Spanish; Castilian,5,511,2017
American Gods: Shadows #4,"First published January 1, 2010",Neil Gaiman,Fantasy,4.21,214,29.0,255,English,18,292,2010
Sandman Absolute 4: DestrucciÃ³n,"First published January 31, 2004",Neil Gaiman,Comics,4.65,189,413.0,256,Spanish; Castilian,2,91,2004
Speaking in Tongues,"Published August 31, 2022",Neil Gaiman,Fantasy,3.87,223,,257,English,1,396,2022
The Sandman #54: The Golden Boy,"Published September 30, 1993",Neil Gaiman,Comics,4.21,198,26.0,258,Portuguese,1,138,1993
Amazing Fantasy #1000,"First published January 1, 1995",Neil Gaiman,,4.25,195,72.0,259,English,8,71,1995
The Sandman #51: A Tale of Two Cities,"Published June 30, 1993",Neil Gaiman,Comics,3.99,201,26.0,260,Portuguese,1,130,1993
Sandman Absolute 7: Muerte,"First published October 23, 2007",Neil Gaiman,Comics,4.65,172,501.0,261,Spanish; Castilian,3,92,2007
Beowulf: The Script Book,"Published November 30, 1993",Neil Gaiman,Fantasy,3.6,220,264.0,262,English,29,381,1993
The Sandman #56: Worlds' End,"Published September 14, 2021",Neil Gaiman,Comics,4.3,184,21.0,263,English,1,134,2021
Marvel 1602 #2,"First published December 1, 2003",Neil Gaiman,Comics,4.09,192,24.0,264,English,8,117,2003
The Complete American Gods,"First published January 1, 1998",Neil Gaiman,Graphic Novels,4.39,179,712.0,265,English,45,286,1998
The Sandman #53: Hob's Leviathan,"Published July 12, 2017",Neil Gaiman,Comics,4.07,192,25.0,266,Portuguese,6,130,2017
Goliath,"Published August 31, 1993",Neil Gaiman,Short Stories,3.88,201,6.0,267,English,3,252,1993
American Gods: Shadows #5,"First published January 1, 2013",Neil Gaiman,Graphic Novels,4.21,185,29.0,268,Spanish; Castilian,13,223,2013
"Sandman: PrelÃºdio, Volume 01","Published July 31, 1993",Neil Gaiman,Comics,4.32,177,62.0,269,Portuguese,3,100,1993
The Sandman #52: Cluracan's Tale,"Published May 7, 2024",Neil Gaiman,Comics,3.95,193,27.0,270,,1,126,2024
Miracleman: The Silver Age,"Published October 31, 1993",Neil Gaiman,Comics,3.9,194,192.0,271,English,6,128,1993
The Sandman #55: Cerements,"Published January 31, 1996",Neil Gaiman,Comics,4.15,181,26.0,272,English,126,,1996
The Sandman #75: The Tempest,"Published January 1, 2011",Neil Gaiman,Comics,4.01,186,40.0,273,English,3,144,2011
Sandman Absolute 5: DesesperaciÃ³n,"Published July 31, 1995",Neil Gaiman,Comics,4.62,159,393.0,274,Spanish; Castilian,5,72,1995
The Sandman #70: Chapter One: Which occurs in the wake of what has gone before,"First published July 1, 1995",Neil Gaiman,Comics,4.5,160,26.0,275,English,1,123,1995
The Sandman #69: The Kindly Ones part 13 of 13,"Published June 1, 2021",Neil Gaiman,Comics,4.41,160,25.0,276,Portuguese,1,123,2021
"The Neil Gaiman Library, Volume 3","First published December 1, 1998",Neil Gaiman,Fantasy,4.07,173,344.0,277,English,12,217,1998
Day of the Dead: A Babylon 5 Scriptbook,"First published May 13, 2022",Neil Gaiman,Science Fiction,3.92,179,56.0,278,B0DM1TW5V3,5,297,2022
Blood Bank,"Published October 31, 1995",Neil Gaiman,Horror,3.93,178,160.0,279,English,104,256,1995
The Sandman #57: The Kindly Ones part 1 of 13,"First published March 1, 1994",Neil Gaiman,Comics,4.18,167,26.0,280,English,2,129,1994
The Sandman #72: Chapter Three: In Which We Wake,"Published December 31, 1995",Neil Gaiman,Comics,4.53,154,27.0,281,English,1,122,1995
The Sandman #74: Exiles,"Published August 31, 1995",Neil Gaiman,Comics,4.14,167,25.0,282,Portuguese,2,125,1995
The Sandman #71: Chapter Two: In Which a Wake is Held,"Published April 30, 1995",Neil Gaiman,Comics,4.42,155,26.0,283,English,2,124,1995
Invocaciones,"Published November 3, 2021",Neil Gaiman,,4.01,171,96.0,284,,10,148,2021
The Sandman #68: The Kindly Ones part 12 of 13,"First published January 1, 2021",Neil Gaiman,Comics,4.46,153,26.0,285,English,2,119,2021
The Sandman #59: The Kindly Ones part 3 of 13,"Published January 1, 2011",Neil Gaiman,Comics,4.23,161,26.0,286,English,1,122,2011
Batman: Whatever Happened to the Caped Crusader? And Other Batman Tales,"First published March 1, 1995",Neil Gaiman,Comics,3.91,174,184.0,287,English,4,80,1995
Sandman Absolute 6: Destino,"Published March 31, 1994",Neil Gaiman,Comics,4.69,145,524.0,288,Spanish; Castilian,1,102,1994
The Sandman #67: The Kindly Ones part 11 of 13,"Published November 30, 1995",Neil Gaiman,Comics,4.34,156,26.0,289,English,3,121,1995
The Sandman #73: The Wake: An Epilogue Sunday Morning,"Published November 30, 1994",Neil Gaiman,Comics,4.36,155,26.0,290,Portuguese,1,121,1994
The Sandman #58: The Kindly Ones part 2 of 13,"Published September 30, 1994",Neil Gaiman,Comics,4.19,161,26.0,291,English,1,125,1994
The Sandman #64: The Kindly Ones part 8 of 13,"Published June 30, 1994",Neil Gaiman,Fantasy,4.33,156,27.0,292,,120,,1994
The Sandman #61: The Kindly Ones part 5 of 13,"First published March 1, 1994",Neil Gaiman,Fantasy,4.27,157,26.0,293,English,1,120,1994
The Sandman #65: The Kindly Ones part 9 of 13,"Published December 31, 1994",Neil Gaiman,Fantasy,4.38,153,26.0,294,English,1,119,1994
The Sandman #66: The Kindly Ones part 10 of 13,"First published June 1, 1994",Neil Gaiman,Comics,4.31,154,26.0,295,English,1,120,1994
The Sandman #60: The Kindly Ones part 4 of 13,"First published January 1, 1995",Neil Gaiman,Comics,4.21,157,26.0,296,,1,125,1995
Endless Gallery,"Published October 29, 2013",Neil Gaiman,Comics,4.26,154,34.0,297,English,288,,2013
Death: The Time of Your Life #1,"First published October 8, 2003",Neil Gaiman,Comics,4.32,151,25.0,298,English,4,127,2003
Marvel 1602 #3,"Published August 16, 2017",Neil Gaiman,,4.11,157,24.0,299,English,2,92,2017
American Gods: Shadows #6,"Published July 31, 1994",Neil Gaiman,Graphic Novels,4.27,150,29.0,300,Spanish; Castilian,6,193,1994
The Sandman #62: The Kindly Ones part 6 of 13,"Published July 31, 1994",Neil Gaiman,Comics,4.22,153,26.0,301,English,119,,1994
The Sandman #63: The Kindly Ones part 7 of 13,"First published January 1, 1994",Neil Gaiman,Comics,4.22,152,26.0,302,Portuguese,119,,1994
Don't Ask Jack,"Published September 13, 2017",Neil Gaiman,Short Stories,3.43,181,,303,,5,166,2017
Death Talks About Life,"First published September 1, 2015",Neil Gaiman,Comics,3.95,152,8.0,304,,1,218,2015
American Gods: Shadows #7,"First published December 10, 2003",Neil Gaiman,Comics,4.21,142,27.0,305,English,8,175,2003
Feeders & Eaters and Other Stories,"First published February 1, 1998",Neil Gaiman,Comics,3.46,171,14.0,306,English,6,248,1998
Marvel 1602 #5,"First published January 13, 2015",Neil Gaiman,Comics,4.16,141,24.0,307,English,4,91,2015
Neil Gaiman and Charles Vess' Stardust #3,"First published November 12, 2003",Neil Gaiman,Fantasy,4.45,131,50.0,308,English,8,290,2003
A Little Trigger,"First published November 10, 2015",Neil Gaiman,,4.05,143,29.0,309,English,0,,2015
Marvel 1602 #4,"Published January 1, 2012",Neil Gaiman,Comics,4.03,142,24.0,310,English,5,91,2012
"The Annotated Sandman, Vol. 4","First published August 30, 2005",Neil Gaiman,Graphic Novels,4.52,124,544.0,311,English,3,324,2005
Nicholas Was...,"First published February 11, 2004",Neil Gaiman,Short Stories,3.78,148,1.0,312,English,73,,2004
ÐÐ¼ÐµÑÐ¸ÐºÐ°Ð½ÑÐºÐ¸Ðµ Ð±Ð¾Ð³Ð¸. ÐÐ¾ÑÐ¾Ð»Ñ Ð³Ð¾ÑÐ½Ð¾Ð¹ Ð´Ð¾Ð»Ð¸Ð½Ñ. Ð¡ÑÐ½Ð¾Ð²ÑÑ ÐÐ½Ð°Ð½ÑÐ¸,"First published January 1, 1989",Neil Gaiman,Fantasy,4.13,135,1120.0,313,Russian,0,,1989
Marvel 1602 #7,"First published March 31, 2004",Neil Gaiman,Comics,4.16,133,25.0,314,B005HWIW7E,3,91,2004
The Sandman N.2,"First published September 1, 2006",Neil Gaiman,Graphic Novels,4.4,124,96.0,315,Italian,2,88,2006
Marvel 1602 #8,"First published March 1, 1998",Neil Gaiman,Comics,4.11,133,37.0,316,English,1,84,1998
Eternals (2006-2007) #2,"Published October 7, 2020",Neil Gaiman,Marvel,3.75,145,24.0,317,English,2,42,2020
Neil Gaiman and Charles Vess' Stardust #4,"First published November 1, 1988",Neil Gaiman,,4.51,120,66.0,318,B07KFS5L4L,8,275,1988
Norse Mythology I #1,"First published January 1, 1991",Neil Gaiman,Comics,3.99,135,24.0,319,English,12,77,1991
Sandman: Nocturnos,"First published January 14, 2004",Neil Gaiman,Comics,4.15,129,128.0,320,Polish,97,,2004
Marvel 1602 #6,"Published October 29, 2013",Neil Gaiman,Comics,4.16,128,26.0,321,English,2,88,2013
Being An Account of the Life and Death of the Emperor Heliogabolus,"Published October 11, 2017",Neil Gaiman,Comics,3.29,161,14.0,322,,5,934,2017
Death: The Time of Your Life #3,"First published January 1, 1985",Neil Gaiman,Comics,4.45,118,29.0,323,English,2,88,1985
Neil Gaiman and Charles Vess' Stardust #2,"First published January 1, 1998",Neil Gaiman,Fantasy,4.36,120,51.0,324,English,7,295,1998
American Gods: Shadows #8,"First published January 1, 1989",Neil Gaiman,Fantasy,4.17,125,27.0,325,English,7,156,1989
Ghastly Beyond Belief: The Science Fiction and Fantasy Book of Quotations,"Published November 15, 2017",Neil Gaiman,Science Fiction,3.41,153,344.0,326,,14,391,2017
The Sandman N.3,"First published September 9, 2015",Neil Gaiman,Fantasy,4.59,113,96.0,327,Italian,0,,2015
American Gods: Shadows #9,"First published January 1, 1989",Neil Gaiman,Fantasy,4.26,121,27.0,328,English,4,154,1989
Manuscript Found in a Milk Bottle,"First published October 27, 2018",Neil Gaiman,Short Stories,2.68,191,10.0,329,English,2,225,2018
The Sandman N.1,"First published November 30, 1989",Neil Gaiman,Graphic Novels,4.38,116,96.0,330,,1,82,1989
"John Constantine, The Hellblazer 2018 Halloween ComicFest Special #1","First published October 1, 2006",Neil Gaiman,Comics,4.15,121,30.0,331,English,38,127,2006
The Books of Magic (1990-) #1,"First published February 9, 2016",Neil Gaiman,Comics,4.2,118,52.0,332,Portuguese,8,102,2016
Eternals (2006-2007) #3,"First published January 1, 1999",Neil Gaiman,Marvel,3.79,131,22.0,333,English,40,,1999
"Neil Gaiman's Mr. Hero The Newmatic Man: The Complete Comics, Volume One","Published October 29, 2013",Neil Gaiman,Comics,3.19,155,232.0,334,English,2,136,2013
Vertigo: Al Filo del Invierno #2,"First published January 1, 2007",Neil Gaiman,Comics,3.79,129,88.0,335,Spanish; Castilian,3,73,2007
Death: The Time of Your Life #2,"First published January 1, 1989",Neil Gaiman,Comics,4.41,111,24.0,336,B004SNLGLW,2,76,1989
Eternals (2006-2007) #6,"First published November 1, 1994",Neil Gaiman,,3.84,126,38.0,337,English,3,34,1994
The Sandman N.4,"First published March 10, 1993",Neil Gaiman,Comics,4.61,105,96.0,338,Italian,1,85,1993
"One Life, Furnished in Early Moorcock","Published September 27, 2006",Neil Gaiman,Fantasy,3.4,141,25.0,339,English,180,,2006
Spawn #9,"First published December 1, 2006",Neil Gaiman,,4.16,114,25.0,340,English,7,66,2006
Eternals (2006-2007) #4,"First published October 1, 1998",Neil Gaiman,Marvel,3.81,124,24.0,341,English,1,44,1998
Eternals (2006-2007) #5,"First published January 1, 1994",Neil Gaiman,Marvel,3.77,125,25.0,342,B00KAAO754,1,50,1994
The Wedding Present,"First published August 5, 2014",Neil Gaiman,Short Stories,3.81,123,15.0,343,English,1,105,2014
An Honest Answer & Other Stories,"First published January 1, 2014",Neil Gaiman,Comics,3.31,140,12.0,344,,3,204,2014
"Neil Gaiman Young Readers' Collection: Odd and the Frost Giants; Coraline; The Graveyard Book; Fortunately, the Milk","Published August 1, 2023",Neil Gaiman,Fantasy,4.5,102,438.0,345,English,21,414,2023
"Sandman: PrelÃºdio, Volume 02","Published January 1, 1992",Neil Gaiman,Comics,4.41,103,60.0,346,Portuguese,67,,1992
The Sandman: Book Six,"First published January 1, 1990",Neil Gaiman,Comics,4.28,106,360.0,347,English,8,310,1990
Convergence,"First published January 1, 1998",Neil Gaiman,Comics,3.78,118,80.0,348,,2,36,1998
The Sandman N.5,"First published July 1, 1989",Neil Gaiman,Comics,4.59,97,96.0,349,Italian,76,,1989
Fifteen Painted Cards From A Vampire Tarot,"First published March 1, 2007",Neil Gaiman,Short Stories,3.59,123,50.0,350,,2,170,2007
The Sandman N.7,"Published March 1, 1990",Neil Gaiman,Graphic Novels,4.54,97,96.0,351,Italian,1,82,1990
Eternals (2006-2007) #7,"First published December 1, 1988",Neil Gaiman,Marvel,3.63,121,26.0,352,English,1,47,1988
Hellblazer #27,"First published May 10, 2013",Neil Gaiman,Comics,4.38,99,,353,English,1,50,2013
Black Orchid: Book One,"Published March 14, 2018",Neil Gaiman,Comics,3.79,113,48.0,354,English,9,121,2018
Cold Colors,"First published January 1, 2003",Neil Gaiman,Fantasy,3.27,130,,355,English,1,222,2003
American Gods: My Ainsel #1,"First published April 2, 2013",Neil Gaiman,Fantasy,4.12,103,27.0,356,English,15,112,2013
Telling Tales,"First published April 1, 2005",Neil Gaiman,Fantasy,4.12,98,,357,English,1,280,2005
House,"First published January 1, 1990",Neil Gaiman,Poetry,3.08,130,1.0,358,English,1,75,1990
"Sandman, Svazek 6: BÃ¡je a odlesky 1","First published January 1, 1991",Neil Gaiman,Comics,4.21,95,148.0,359,Czech,26,,1991
